timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1537034400,Sep 15 2018 - 6:00pm,complete,16689,Toulouse,Monaco,Ruddy Buquet,5,3.00,1.50,1.11,0.95,1,1,2,0,0,0,"79","56",6,3,2,0,3,0,1,1,1,2,11,7,7,3,4,4,17,17,54,46,1.52,1.01,2.75,75,75,75,25,0,0,25,75,100,7.00,2.00,2.75,3.45,2.75,1.28,1.87,3.20,6.00,1.71,2.00,Stadium de Toulouse (Toulouse)
1537102800,Sep 16 2018 - 1:00pm,complete,18981,Nantes,Reims,Eric Wattellier,5,0.50,1.50,1.63,1.26,0,0,0,0,0,0,"","",7,7,3,0,4,0,1,2,0,4,11,5,7,0,4,5,13,12,67,33,1.69,0.50,3.00,75,75,50,50,25,0,75,50,75,7.00,4.00,2.20,3.30,3.75,1.41,2.25,4.25,9.00,2.00,1.71,Stade de la Beaujoire - Louis Fonteneau (Nantes)
1537110000,Sep 16 2018 - 3:00pm,complete,15895,Bordeaux,Nîmes,Antony Gautier,5,1.50,1.50,1.42,1.11,3,3,6,3,1,2,"26,56,57","31,45,77",8,3,2,0,0,0,0,2,0,0,10,12,5,6,5,6,12,9,50,50,1.24,1.59,3.25,50,75,50,25,25,25,25,75,100,6.00,4.50,2.00,3.55,4.25,1.29,1.91,3.30,6.50,1.77,1.91,Stade Matmut-Atlantique (Bordeaux)
1537124400,Sep 16 2018 - 7:00pm,complete,50450,Olympique Marseille,Guingamp,Amaury Delerue,5,2.00,0.00,1.95,0.58,4,0,4,0,0,0,"57,73,80,83","",8,1,1,0,1,0,1,0,0,1,14,2,7,0,7,2,8,9,61,39,1.64,0.34,3.50,50,100,100,50,0,50,100,75,100,13.00,3.00,1.30,6.40,10.25,1.13,1.44,2.15,3.70,1.80,1.91,Orange Vélodrome (Marseille)
1537555500,Sep 21 2018 - 6:45pm,complete,6837,Monaco,Nîmes,Amaury Delerue,6,0.50,1.33,0.95,1.11,1,1,2,2,1,1,"27","19",5,5,1,0,2,0,0,1,1,1,15,8,5,3,10,5,16,15,57,43,1.70,0.95,3.59,59,59,59,59,59,34,59,59,75,6.83,2.67,1.87,3.70,4.50,1.18,1.61,2.50,4.80,1.59,2.20,Stade Louis II (Monaco)
1537628400,Sep 22 2018 - 3:00pm,complete,27353,Lille,Nantes,Benoît Bastien,6,3.00,1.50,2.26,0.89,2,1,3,1,1,0,"10,67","82",4,1,3,0,4,0,1,2,2,2,11,9,9,5,2,4,15,12,42,58,1.65,1.24,3.50,50,100,75,50,25,75,100,50,100,6.50,4.00,1.95,3.60,4.25,1.32,2.00,3.55,7.10,1.87,1.83,Stade Pierre-Mauroy (Villeneuve d'Ascq)
1537639200,Sep 22 2018 - 6:00pm,complete,10021,Angers SCO,Toulouse,Florent Batta,6,1.50,1.50,1.26,0.89,0,0,0,0,0,0,"","",4,4,1,0,2,0,1,0,1,1,13,7,5,0,8,7,14,13,39,61,1.48,0.80,3.75,50,75,75,50,25,50,75,50,75,7.00,4.50,2.15,3.45,3.65,1.34,2.05,3.75,7.75,1.87,1.83,Stade Raymond-Kopa (Angers)
1537639200,Sep 22 2018 - 6:00pm,complete,11015,Montpellier,Nice,Thomas Léonard,6,0.67,2.00,1.68,1.16,1,0,1,1,1,0,"35","",6,5,3,0,2,0,0,3,0,2,11,7,6,3,5,4,14,11,40,60,1.44,0.95,1.59,59,59,17,0,0,0,17,59,84,12.50,4.00,2.30,3.20,3.50,1.42,2.25,4.30,8.50,2.00,1.71,Stade de la Mosson (Montpellier)
1537639200,Sep 22 2018 - 6:00pm,complete,11523,Reims,Dijon,Jérôme Brisard,6,1.50,3.00,1.63,0.63,0,0,0,0,0,0,"","",9,3,1,0,1,0,1,0,0,1,7,4,3,0,4,4,15,14,42,58,0.95,0.45,2.25,25,50,50,25,0,0,50,50,75,5.00,3.50,2.20,3.50,3.50,1.29,1.91,3.30,6.00,1.77,1.95,Stade Auguste-Delaune II (Reims)
1537639200,Sep 22 2018 - 6:00pm,complete,23895,Saint-Étienne,Caen,Ruddy Buquet,6,2.00,1.33,2.16,0.84,2,1,3,1,0,1,"48,65","31",9,6,2,0,3,0,1,1,2,1,14,8,8,3,6,5,3,20,54,46,1.78,1.00,1.92,42,75,42,0,0,17,75,25,75,13.00,5.00,1.62,3.90,6.35,1.38,2.20,4.05,6.75,2.20,1.59,Stade Geoffroy-Guichard (Saint-Ètienne)
1537639200,Sep 22 2018 - 6:00pm,complete,24683,Strasbourg,Amiens SC,Jeremy Stinat,6,0.50,0.50,1.37,0.63,3,1,4,1,0,1,"48,66,86","45'2",1,1,1,0,4,0,0,1,1,3,11,7,7,4,4,3,16,13,52,48,1.59,0.84,2.25,50,75,25,25,25,25,50,50,75,5.00,3.00,1.83,3.55,5.30,1.42,2.25,4.30,8.40,2.10,1.62,Stade de la Meinau (Strasbourg)
1537707600,Sep 23 2018 - 1:00pm,complete,29205,Rennes,PSG,Hakim Ben El Hadj,6,3.00,3.00,1.63,2.00,1,3,4,2,1,1,"11","45,61,83",9,4,2,0,3,0,1,1,1,2,14,14,5,7,9,7,11,17,38,62,1.51,1.66,3.25,50,75,50,50,25,50,75,50,75,10.00,3.50,7.25,5.05,1.43,1.16,1.53,2.35,3.80,1.71,2.00,Roazhon Park (Rennes)
1537714800,Sep 23 2018 - 3:00pm,complete,14772,Guingamp,Bordeaux,Frank Schneider,6,0.00,0.00,0.84,0.74,1,3,4,0,0,0,"70","53,80,90'5",6,4,1,0,4,0,0,1,1,3,16,11,6,7,10,4,14,17,44,56,1.77,1.53,3.00,75,100,75,25,0,50,100,50,50,11.00,3.50,2.45,3.30,3.15,1.34,2.05,3.75,7.70,1.83,1.83,Stade du Roudourou (Guingamp)
1537729200,Sep 23 2018 - 7:00pm,complete,57287,Olympique Lyonnais,Olympique Marseille,Clément Turpin,6,2.00,1.50,2.11,1.26,4,2,6,2,1,1,"27,51,60,74","39,82",3,7,1,0,2,1,1,0,1,2,12,8,6,4,6,4,7,12,56,44,1.38,1.09,3.09,50,84,50,50,25,0,84,50,100,14.33,1.33,2.00,3.70,3.75,1.16,1.56,2.40,4.20,1.51,2.35,Groupama Stadium (Décines-Charpieu)
1537894800,Sep 25 2018 - 5:00pm,complete,5502,Monaco,Angers SCO,Willy Delajod,7,0.67,1.00,0.95,1.16,0,1,1,1,0,1,"","27",5,4,1,0,2,0,1,0,1,1,3,6,0,4,3,2,13,12,66,34,0.52,0.86,2.67,67,67,50,50,17,50,67,33,50,7.00,2.33,1.80,3.75,4.75,1.26,1.83,3.10,5.75,1.80,1.91,Stade Louis II (Monaco)
1537894800,Sep 25 2018 - 5:00pm,complete,16604,Nantes,Nice,Mikael Lesage,7,0.67,1.33,1.63,1.16,1,2,3,1,0,1,"57","31,69",8,8,1,0,2,0,0,1,1,1,7,9,4,6,3,3,12,15,50,50,1.11,1.38,1.67,50,50,17,17,0,0,33,33,67,12.34,4.00,2.35,3.30,3.35,1.37,2.15,3.95,15.00,1.87,1.83,Stade de la Beaujoire - Louis Fonteneau (Nantes)
1537902000,Sep 25 2018 - 7:00pm,complete,14008,Toulouse,Saint-Étienne,Amaury Delerue,7,2.33,0.67,1.11,1.32,2,3,5,1,0,1,"63,78","23,66,75",4,2,1,0,2,0,0,1,1,1,21,13,7,9,14,4,13,14,57,43,2.32,1.71,2.00,50,67,33,17,0,0,33,67,84,6.33,3.00,2.45,3.25,3.15,1.34,2.05,3.70,7.10,1.87,1.83,Stadium de Toulouse (Toulouse)
1537981200,Sep 26 2018 - 5:00pm,complete,10398,Amiens SC,Rennes,Johan Hamel,7,1.00,0.33,1.37,1.11,2,1,3,0,0,0,"51,66","81",10,6,0,0,2,1,0,0,2,1,8,16,4,3,4,13,11,18,49,51,1.04,1.54,4.00,100,100,100,67,34,34,67,100,100,8.33,1.67,3.35,3.20,2.40,1.41,2.25,4.25,6.50,1.91,1.80,Stade Crédit Agricole de la Licorne (Amiens)
1537981200,Sep 26 2018 - 5:00pm,complete,17395,Bordeaux,Lille,Karim Abed,7,1.33,1.33,1.42,1.68,1,0,1,1,1,0,"7","",3,4,1,0,2,1,0,1,0,3,7,13,4,8,3,5,14,19,35,65,0.90,1.72,2.84,50,67,50,33,33,17,33,67,84,9.33,4.00,2.65,3.20,2.95,1.39,2.20,4.10,5.75,1.91,1.77,Stade Matmut-Atlantique (Bordeaux)
1537981200,Sep 26 2018 - 5:00pm,complete,14402,Caen,Montpellier,Antony Gautier,7,1.00,3.00,0.89,1.42,2,2,4,2,1,1,"10,63","37,51",4,6,2,0,2,1,0,2,0,3,9,13,4,7,5,6,10,14,51,49,1.13,1.75,2.50,75,75,50,25,0,0,25,75,100,7.00,5.00,3.10,3.00,2.65,1.56,2.70,5.50,10.50,2.20,1.59,Stade Michel d'Ornano (Caen)
1537981200,Sep 26 2018 - 5:00pm,complete,14651,Dijon,Olympique Lyonnais,Jérôme Miguelgorry,7,1.00,0.50,1.16,1.68,0,3,3,3,0,3,"","16,19,35",8,2,1,1,1,1,0,2,0,2,18,16,7,6,11,10,12,11,52,48,2.16,1.60,2.59,42,75,42,42,0,17,100,25,59,9.00,1.67,5.40,4.25,1.65,1.16,1.56,2.40,4.10,1.61,2.15,Stade Gaston-Gérard (Dijon)
1537981200,Sep 26 2018 - 5:00pm,complete,47099,Olympique Marseille,Strasbourg,François Letexier,7,2.33,1.33,1.95,1.21,3,2,5,3,2,1,"41,44,90'1","27,89",3,2,3,1,3,0,0,4,1,2,11,9,6,6,5,3,12,13,53,47,1.37,1.20,3.00,33,100,50,50,0,17,50,84,100,13.33,2.33,1.43,4.70,8.00,1.20,1.65,2.65,5.10,1.87,1.83,Orange Vélodrome (Marseille)
1537981200,Sep 26 2018 - 5:00pm,complete,13415,Nîmes,Guingamp,Benoît Millot,7,1.50,0.00,1.68,0.58,0,0,0,0,0,0,"","",4,3,3,0,3,0,0,3,2,1,7,9,3,4,4,5,11,12,59,41,0.94,1.18,4.17,67,100,100,67,25,42,84,84,100,9.17,4.67,2.00,3.55,3.95,1.27,1.87,3.20,5.75,1.74,1.95,Stade des Costières (Nîmes)
1537988400,Sep 26 2018 - 7:00pm,complete,47237,PSG,Reims,Olivier Thual,7,3.00,1.33,2.79,1.26,4,1,5,4,3,1,"5,24,44,55","2",8,4,0,0,1,0,0,0,1,0,12,8,8,4,4,4,12,13,71,29,1.75,0.95,2.84,33,67,67,50,17,34,84,50,67,11.00,4.33,1.14,9.25,20.25,1.07,1.28,1.71,2.64,1.83,1.87,Parc des Princes (Paris)
1538160300,Sep 28 2018 - 6:45pm,complete,26486,Saint-Étienne,Monaco,Jérôme Brisard,8,2.33,1.33,2.16,0.95,2,0,2,1,1,0,"41,54","",6,3,0,0,1,0,0,0,1,0,13,17,6,8,7,9,8,9,49,51,1.77,2.08,2.50,84,84,67,17,0,0,34,84,84,14.00,4.34,2.00,3.70,3.75,1.23,1.74,2.90,6.80,1.67,2.05,Stade Geoffroy-Guichard (Saint-Ètienne)
1538234100,Sep 29 2018 - 3:15pm,complete,33138,Nice,PSG,Clément Turpin,8,1.00,3.00,1.79,2.00,0,3,3,1,0,1,"","22,46,90'2",3,7,2,1,2,0,1,2,0,2,7,18,2,10,5,8,13,12,37,63,0.91,2.13,3.67,67,84,84,67,17,34,67,84,84,11.00,5.33,9.00,6.05,1.30,1.13,1.44,2.15,3.80,1.80,1.91,Allianz Riviera (Nice)
1538244000,Sep 29 2018 - 6:00pm,complete,9483,Angers SCO,Guingamp,Nicolas Rainville,8,1.33,0.25,1.26,0.58,0,1,1,1,0,1,"","45'2",1,4,3,0,3,0,3,0,1,2,10,12,5,6,5,6,16,13,60,40,1.46,1.44,2.59,29,54,54,29,17,29,42,42,71,8.58,3.67,2.00,3.30,4.20,1.43,2.35,4.45,7.50,2.10,1.65,Stade Raymond-Kopa (Angers)
1538244000,Sep 29 2018 - 6:00pm,complete,15007,Caen,Amiens SC,Benoît Bastien,8,1.00,0.33,0.89,0.63,1,0,1,1,1,0,"39","",7,4,2,0,1,1,0,2,1,1,8,7,5,3,3,4,15,11,51,49,1.29,0.95,2.67,67,84,50,50,0,17,67,67,84,4.67,5.67,2.30,3.10,3.60,1.43,2.35,4.45,6.50,2.00,1.69,Stade Michel d'Ornano (Caen)
1538244000,Sep 29 2018 - 6:00pm,complete,50319,Olympique Lyonnais,Nantes,Frank Schneider,8,2.25,1.00,2.11,0.89,1,1,2,1,1,0,"22","62",10,10,3,0,4,0,2,1,1,3,17,11,8,5,9,6,15,12,49,51,1.94,1.42,3.04,46,88,46,29,29,29,88,46,100,9.67,3.50,1.30,5.75,9.75,1.16,1.53,2.35,3.55,1.91,1.80,Groupama Stadium (Décines-Charpieu)
1538244000,Sep 29 2018 - 6:00pm,complete,13406,Reims,Bordeaux,Hakim Ben El Hadj,8,1.33,1.00,1.63,0.74,0,0,0,0,0,0,"","",7,1,2,0,3,0,1,1,1,2,7,4,0,4,7,0,16,23,51,49,0.88,0.82,1.84,34,50,34,17,0,17,50,34,50,8.34,3.67,2.35,3.15,3.35,1.45,2.40,4.60,9.00,2.05,1.67,Stade Auguste-Delaune II (Reims)
1538244000,Sep 29 2018 - 6:00pm,complete,25060,Strasbourg,Dijon,Eric Wattellier,8,1.33,2.33,1.37,0.63,3,0,3,1,1,0,"13,81,90'2","",0,5,1,0,3,0,1,0,2,1,7,9,6,2,1,7,11,17,49,51,1.12,0.97,3.00,67,84,67,50,17,17,50,84,84,5.67,3.00,1.87,3.70,4.35,1.26,1.83,3.10,6.20,1.71,2.00,Stade de la Meinau (Strasbourg)
1538312400,Sep 30 2018 - 1:00pm,complete,21173,Rennes,Toulouse,Thomas Léonard,8,2.00,1.33,1.63,0.89,1,1,2,0,0,0,"70","87",7,3,1,0,3,1,0,1,3,1,16,5,8,3,8,2,17,14,64,36,2.10,0.61,2.33,33,67,50,33,0,50,67,33,50,9.00,3.33,1.91,3.55,4.40,1.29,1.91,3.30,6.20,1.83,1.87,Roazhon Park (Rennes)
1538319600,Sep 30 2018 - 3:00pm,complete,20054,Montpellier,Nîmes,Ruddy Buquet,8,1.25,1.25,1.68,1.11,3,0,3,2,2,0,"28,45'10,78","",4,1,2,0,3,0,1,1,3,0,15,7,7,4,8,3,15,18,58,42,1.88,0.97,2.75,63,63,38,25,25,38,63,50,63,8.25,4.00,2.00,3.25,4.40,1.44,2.35,4.55,8.50,2.10,1.65,Stade de la Mosson (Montpellier)
1538334000,Sep 30 2018 - 7:00pm,complete,41623,Lille,Olympique Marseille,Mikael Lesage,8,3.00,1.00,2.26,1.26,3,0,3,0,0,0,"65,86,89","",5,2,1,0,3,0,1,0,1,2,14,8,5,4,9,4,8,14,49,51,1.61,1.04,4.17,84,100,100,67,34,50,100,84,100,9.66,4.00,2.95,3.40,2.45,1.25,1.80,3.00,4.25,1.67,2.05,Stade Pierre-Mauroy (Villeneuve d'Ascq)
1538765100,Oct 05 2018 - 6:45pm,complete,14162,Toulouse,Nice,Willy Delajod,9,1.75,1.75,1.11,1.16,1,1,2,1,0,1,"54","29",3,2,1,0,2,0,0,1,1,1,9,9,3,3,6,6,17,14,40,60,1.24,1.25,2.25,63,63,38,13,13,0,50,63,88,10.50,3.25,2.35,3.40,3.25,1.32,2.00,3.60,7.00,1.83,1.87,Stadium de Toulouse (Toulouse)
1538838000,Oct 06 2018 - 3:00pm,complete,31263,Lille,Saint-Étienne,Jérôme Miguelgorry,9,3.00,1.25,2.26,1.32,3,1,4,2,1,1,"17,46,84","26",1,4,2,0,1,0,1,1,0,1,9,6,6,3,3,3,8,10,46,54,1.33,0.90,3.00,50,88,75,38,13,25,63,75,88,6.50,3.50,2.10,3.50,3.75,1.33,2.00,3.65,5.75,1.87,1.83,Stade Pierre-Mauroy (Villeneuve d'Ascq)
1538848800,Oct 06 2018 - 6:00pm,complete,10194,Amiens SC,Dijon,Florent Batta,9,1.50,1.75,1.37,0.63,1,0,1,1,1,0,"39","",6,2,0,0,0,0,0,0,0,0,6,8,3,4,3,4,19,18,42,58,0.87,1.14,3.25,63,88,88,38,25,0,50,88,88,9.00,3.00,2.45,3.35,3.10,1.33,2.05,3.70,7.30,1.83,1.87,Stade Crédit Agricole de la Licorne (Amiens)
1538848800,Oct 06 2018 - 6:00pm,complete,8930,Angers SCO,Strasbourg,Johan Hamel,9,1.00,1.00,1.26,1.21,2,2,4,2,0,2,"58,90'3","2,40",6,1,1,0,5,0,0,1,1,4,18,8,7,5,11,3,11,13,61,39,2.12,1.10,2.50,38,63,25,25,25,25,50,50,75,8.75,3.75,2.40,3.25,3.25,1.43,2.30,4.35,8.50,2.00,1.71,Stade Raymond-Kopa (Angers)
1538848800,Oct 06 2018 - 6:00pm,complete,13643,Guingamp,Montpellier,Jeremy Stinat,9,0.00,2.33,0.84,1.42,1,1,2,1,0,1,"64","30",3,4,0,1,2,1,1,0,3,0,4,11,3,6,1,5,11,17,41,59,0.79,1.46,3.17,84,84,84,50,0,33,50,67,84,11.33,3.66,2.85,3.15,2.80,1.43,2.35,4.45,10.25,2.00,1.71,Stade du Roudourou (Guingamp)
1538848800,Oct 06 2018 - 6:00pm,complete,12958,Nîmes,Reims,Karim Abed,9,1.33,1.00,1.68,1.26,0,0,0,0,0,0,"","",9,1,1,0,1,0,0,1,0,1,12,10,6,4,6,6,13,11,63,37,1.55,1.26,3.04,59,59,59,59,42,29,71,46,59,8.08,5.50,2.30,3.35,3.40,1.34,2.05,3.70,5.75,1.83,1.87,Stade des Costières (Nîmes)
1538917200,Oct 07 2018 - 1:00pm,complete,18307,Bordeaux,Nantes,François Letexier,9,1.75,1.00,1.42,0.89,3,0,3,3,3,0,"5,7,42","",4,6,1,0,1,0,0,1,1,0,14,8,8,3,6,5,19,15,54,46,1.64,1.23,3.00,63,88,50,25,25,25,75,63,88,9.25,5.00,2.30,3.25,3.50,1.39,2.20,4.10,8.30,1.95,1.77,Stade Matmut-Atlantique (Bordeaux)
1538924400,Oct 07 2018 - 3:00pm,complete,55935,Olympique Marseille,Caen,Benoît Millot,9,2.50,1.00,1.95,0.84,2,0,2,2,2,0,"36,45","",4,2,3,0,5,0,0,3,2,3,12,7,7,4,5,3,14,14,60,40,1.57,0.91,3.38,50,100,75,50,13,38,88,63,100,9.75,4.25,1.35,5.45,9.25,1.18,1.61,2.50,4.75,1.91,1.77,Orange Vélodrome (Marseille)
1538924400,Oct 07 2018 - 3:00pm,complete,6268,Monaco,Rennes,Olivier Thual,9,0.50,0.25,0.95,1.11,1,2,3,1,0,1,"49","14,77",2,3,5,1,1,0,1,5,0,1,6,10,3,5,3,5,18,16,47,53,0.89,1.32,2.75,75,75,63,38,13,38,63,63,63,9.25,2.50,2.25,3.50,3.35,1.26,1.83,3.15,6.80,1.71,2.00,Stade Louis II (Monaco)
1538938800,Oct 07 2018 - 7:00pm,complete,47443,PSG,Olympique Lyonnais,Antony Gautier,9,3.00,1.33,2.79,1.68,5,0,5,1,1,0,"9,61,66,69,74","",2,10,2,1,3,1,3,0,2,2,11,11,9,7,2,4,11,16,48,52,1.53,1.57,3.34,42,84,84,54,13,54,100,42,67,10.83,2.33,1.36,5.80,8.25,1.09,1.33,1.83,2.45,1.54,2.30,Parc des Princes (Paris)
1539974700,Oct 19 2018 - 6:45pm,complete,42896,Olympique Lyonnais,Nîmes,Olivier Thual,10,2.00,1.00,2.11,1.11,2,0,2,1,1,0,"24,90","",7,7,1,0,2,0,1,0,2,0,11,17,6,7,5,10,10,11,59,41,1.48,1.92,3.20,50,80,40,30,30,50,80,30,90,10.20,3.00,1.31,6.10,9.25,1.11,1.39,2.00,11.00,1.69,2.05,Groupama Stadium (Décines-Charpieu)
1540047600,Oct 20 2018 - 3:00pm,complete,47497,PSG,Amiens SC,Mikael Lesage,10,3.00,0.25,2.79,0.63,5,0,5,2,2,0,"12,42,80,82,87","",10,5,0,0,0,0,0,0,0,0,15,9,9,3,6,6,12,10,58,42,1.96,1.11,2.98,33,75,63,53,20,30,88,43,75,8.15,4.10,1.09,11.25,28.25,1.06,1.24,1.62,2.35,2.10,1.65,Parc des Princes (Paris)
1540058400,Oct 20 2018 - 6:00pm,complete,16009,Caen,Guingamp,Hakim Ben El Hadj,10,1.50,0.80,0.89,0.58,0,0,0,0,0,0,"","",3,2,0,0,0,0,0,0,0,0,4,4,3,3,1,1,17,5,60,40,0.76,0.75,2.48,48,68,55,35,0,23,68,58,68,8.70,4.95,2.30,3.25,3.50,1.43,2.30,4.40,10.00,2.00,1.71,Stade Michel d'Ornano (Caen)
1540058400,Oct 20 2018 - 6:00pm,complete,N/A,Dijon,Lille,Thomas Léonard,10,0.75,1.00,1.16,1.68,1,2,3,2,0,2,"81","21,43",10,5,2,0,2,0,1,1,0,2,12,7,8,4,4,3,20,13,57,43,1.66,0.99,2.25,25,63,38,25,13,25,75,13,50,9.75,3.25,3.55,3.65,2.10,1.26,1.83,3.15,6.00,1.71,2.00,Stade Gaston-Gérard (Dijon)
1540058400,Oct 20 2018 - 6:00pm,complete,22613,Nantes,Toulouse,Benoît Bastien,10,0.50,1.25,1.63,0.89,4,0,4,2,2,0,"25,38,71,77","",4,3,3,0,1,0,1,2,1,0,18,4,10,3,8,1,12,13,49,51,2.16,0.73,2.25,63,75,50,25,0,13,50,50,63,9.25,4.75,2.00,3.45,4.10,1.36,2.10,3.85,6.50,1.95,1.77,Stade de la Beaujoire - Louis Fonteneau (Nantes)
1540058400,Oct 20 2018 - 6:00pm,complete,10954,Reims,Angers SCO,Eric Wattellier,10,1.25,1.50,1.63,1.16,1,1,2,1,0,1,"73","36",8,6,1,0,0,0,0,1,0,0,12,14,6,8,6,6,14,7,55,45,1.53,1.74,1.50,25,25,25,25,0,25,50,13,38,8.00,2.75,2.35,3.10,3.60,1.53,2.65,5.30,13.00,2.20,1.57,Stade Auguste-Delaune II (Reims)
1540058400,Oct 20 2018 - 6:00pm,complete,25358,Strasbourg,Monaco,Nicolas Rainville,10,1.75,1.00,1.37,0.95,2,1,3,1,1,0,"17,84","90'1",4,6,2,0,3,1,1,1,0,4,8,10,6,6,2,4,13,11,47,53,1.18,1.34,3.13,75,100,63,38,13,13,50,88,100,6.25,2.50,2.50,3.55,2.85,1.24,1.77,2.90,5.50,1.65,2.10,Stade de la Meinau (Strasbourg)
1540126800,Oct 21 2018 - 1:00pm,complete,12491,Montpellier,Bordeaux,Frank Schneider,10,1.60,1.00,1.68,0.74,2,0,2,1,1,0,"17,53","",2,3,2,0,4,0,2,0,1,3,13,11,5,4,8,7,13,11,41,59,1.51,1.23,2.03,45,68,45,13,0,23,55,45,55,8.00,4.95,2.10,3.25,4.10,1.48,2.45,4.80,12.00,2.15,1.62,Stade de la Mosson (Montpellier)
1540134000,Oct 21 2018 - 3:00pm,complete,29557,Saint-Étienne,Rennes,Clément Turpin,10,2.50,0.80,2.16,1.11,1,1,2,2,1,1,"4","34",2,4,1,0,1,0,0,1,1,0,8,14,3,6,5,8,13,11,53,47,1.03,1.52,2.70,75,88,75,20,0,20,68,75,88,12.95,3.40,2.25,3.30,3.50,1.33,2.05,3.65,6.35,1.83,1.87,Stade Geoffroy-Guichard (Saint-Ètienne)
1540148400,Oct 21 2018 - 7:00pm,complete,30754,Nice,Olympique Marseille,Amaury Delerue,10,0.75,0.75,1.79,1.26,0,1,1,1,0,1,"","42",5,7,3,0,1,0,0,3,0,1,9,6,4,2,5,4,12,9,57,43,1.41,0.85,3.63,50,88,88,50,25,13,63,88,88,10.50,4.75,3.30,3.55,2.25,1.23,1.74,2.85,5.25,1.65,2.10,Allianz Riviera (Nice)
1540579500,Oct 26 2018 - 6:45pm,complete,15412,Nîmes,Saint-Étienne,François Letexier,11,1.25,1.00,1.68,1.32,1,1,2,1,0,1,"74","1",7,4,1,0,3,0,0,1,0,3,13,8,7,6,6,2,6,15,51,49,1.84,1.24,2.75,55,65,55,55,23,23,55,65,65,8.50,4.10,2.70,3.40,2.75,1.31,1.95,3.45,5.75,1.80,1.91,Stade des Costières (Nîmes)
1540652400,Oct 27 2018 - 3:00pm,complete,14186,Angers SCO,Olympique Lyonnais,Ruddy Buquet,11,1.00,1.00,1.26,1.68,1,2,3,0,0,0,"88","63,87",7,0,2,1,5,0,2,1,1,4,13,9,5,6,8,3,9,10,31,69,1.52,1.38,2.93,33,58,58,45,23,33,80,45,55,9.00,3.80,3.85,3.55,2.05,1.23,1.74,2.85,4.25,1.67,2.05,Stade Raymond-Kopa (Angers)
1540663200,Oct 27 2018 - 6:00pm,complete,11384,Amiens SC,Nantes,Jeremy Stinat,11,1.80,0.80,1.37,0.89,1,2,3,1,0,1,"81","15,71",10,2,1,0,2,0,1,0,2,0,14,10,9,6,5,4,16,10,60,40,1.92,1.22,3.20,70,90,70,30,30,20,80,60,80,10.60,3.40,2.95,3.15,2.65,1.47,2.40,4.70,6.50,2.05,1.67,Stade Crédit Agricole de la Licorne (Amiens)
1540663200,Oct 27 2018 - 6:00pm,complete,13643,Guingamp,Strasbourg,Willy Delajod,11,0.25,1.00,0.84,1.21,1,1,2,1,1,0,"6","88",6,5,1,0,1,0,0,1,0,1,9,10,5,6,4,4,10,14,36,64,1.23,1.50,3.13,80,100,58,45,10,33,68,65,88,10.40,3.90,2.35,3.30,3.35,1.36,2.10,3.90,6.50,1.87,1.80,Stade du Roudourou (Guingamp)
1540663200,Oct 27 2018 - 6:00pm,complete,33362,Lille,Caen,Florent Batta,11,3.00,0.80,2.26,0.84,1,0,1,0,0,0,"56","",9,4,0,0,2,0,0,0,2,0,9,5,6,2,3,3,13,20,58,42,1.32,0.65,2.90,50,100,70,20,0,50,90,50,90,6.60,4.60,1.61,3.95,6.35,1.32,2.00,3.60,5.75,2.05,1.67,Stade Pierre-Mauroy (Villeneuve d'Ascq)
1540663200,Oct 27 2018 - 6:00pm,complete,7139,Monaco,Dijon,Jérôme Miguelgorry,11,0.40,1.40,0.95,0.63,2,2,4,2,1,1,"29,78","33,57",6,4,2,0,3,0,0,2,0,3,11,10,6,4,5,6,15,14,46,54,1.48,1.16,2.20,40,60,50,20,10,10,70,50,50,7.20,4.00,1.80,3.95,4.60,1.21,1.69,2.70,4.25,1.67,2.05,Stade Louis II (Monaco)
